CaseID,Activity,CompleteTimestamp
424,a11,2016-02-02 09:20:35
424,a9,2016-02-02 14:56:58
424,a11,2016-02-03 07:52:56
424,a10,2016-02-03 10:32:08
424,a9,2016-02-03 10:32:34
424,a11,2016-02-03 14:06:42
424,a12,2016-02-22 06:20:29
424,a13,2016-02-22 06:20:29
424,a18,2016-02-22 06:20:29
425,a1,2016-01-07 09:43:42
425,a3,2016-01-07 09:43:43
425,a4,2016-01-07 09:49:35
425,a5,2016-01-07 09:55:09
425,a6,2016-01-07 09:55:11
425,a7,2016-01-07 09:56:16
425,a14,2016-01-07 09:56:16
425,a8,2016-01-07 09:56:16
425,a5,2016-01-18 09:00:39
425,a6,2016-01-18 09:00:40
425,a7,2016-01-18 09:00:52
425,a9,2016-01-22 11:35:55
425,a10,2016-01-22 11:36:08
425,a12,2016-01-22 12:52:02
425,a13,2016-01-22 12:52:02
425,a18,2016-01-22 12:52:02
426,a1,2016-01-07 10:07:14
426,a2,2016-01-07 10:07:14
426,a3,2016-01-07 10:08:56
426,a4,2016-01-09 10:23:59
426,a5,2016-01-09 10:24:57
426,a6,2016-01-09 10:24:58
426,a7,2016-01-09 10:25:32
426,a8,2016-01-09 10:25:32
426,a9,2016-01-15 10:11:19
426,a10,2016-01-15 10:13:13
426,a17,2016-01-19 09:00:33
426,a11,2016-01-19 09:00:33
426,a9,2016-01-19 13:45:49
426,a17,2016-01-19 14:39:44
426,a11,2016-01-19 14:39:44
426,a12,2016-01-22 07:26:58
426,a13,2016-01-22 07:26:58
427,a1,2016-01-07 10:09:10
427,a2,2016-01-07 10:09:10
427,a3,2016-01-07 10:11:39
427,a4,2016-01-11 09:56:34
427,a5,2016-01-11 10:00:07
427,a6,2016-01-11 10:00:08
427,a5,2016-01-11 10:00:43
427,a6,2016-01-11 10:00:45
427,a7,2016-01-11 10:01:43
427,a7,2016-01-11 10:01:43
427,a8,2016-01-11 10:01:43
427,a9,2016-01-22 07:34:29
427,a10,2016-01-22 07:34:38
427,a12,2016-01-22 14:13:05
427,a13,2016-01-22 14:13:05
427,a17,2016-01-22 14:13:05
427,a18,2016-01-22 14:13:05
428,a1,2016-01-07 10:12:45
428,a3,2016-01-07 10:12:45
428,a4,2016-01-07 10:17:03
428,a5,2016-01-07 10:22:59
428,a6,2016-01-07 10:23:01
428,a7,2016-01-07 10:23:13
428,a14,2016-01-07 10:23:13
428,a8,2016-01-07 10:23:13
428,a9,2016-01-13 08:23:35
428,a10,2016-01-13 08:23:48
428,a11,2016-01-13 09:18:09
428,a9,2016-01-26 14:12:56
428,a12,2016-01-26 14:14:27
428,a13,2016-01-26 14:14:27
428,a17,2016-01-26 14:14:27
429,a1,2016-01-07 10:22:40
429,a3,2016-01-07 10:22:40
429,a4,2016-01-07 10:25:55
429,a5,2016-01-07 10:27:43
429,a6,2016-01-07 10:27:44
429,a7,2016-01-07 10:28:28
429,a14,2016-01-07 10:28:28
429,a8,2016-01-07 10:28:28
429,a5,2016-01-08 12:58:20
429,a6,2016-01-08 12:58:21
429,a7,2016-01-08 12:58:37
429,a9,2016-01-13 14:55:05
429,a10,2016-01-13 14:55:09
429,a11,2016-01-14 10:16:43
429,a9,2016-01-14 15:12:14
429,a11,2016-01-15 08:34:09
429,a9,2016-01-15 12:50:00
429,a12,2016-01-15 12:57:24
429,a13,2016-01-15 12:57:24
429,a18,2016-01-15 12:57:24
430,a1,2016-01-07 10:43:32
430,a3,2016-01-07 10:43:32
430,a4,2016-01-07 10:46:42
430,a5,2016-01-07 10:48:22
430,a6,2016-01-07 10:48:23
430,a7,2016-01-07 10:48:35
430,a14,2016-01-07 10:48:35
430,a8,2016-01-07 10:48:35
430,a9,2016-01-13 09:11:06
430,a10,2016-01-13 09:11:40
430,a12,2016-01-13 11:50:03
430,a13,2016-01-13 11:50:03
430,a17,2016-01-13 11:50:03
431,a1,2016-01-07 10:49:41
431,a3,2016-01-07 10:49:41
431,a4,2016-01-07 10:50:51
431,a5,2016-01-07 10:59:15
431,a6,2016-01-07 10:59:17
431,a7,2016-01-07 10:59:42
431,a14,2016-01-07 10:59:42
431,a8,2016-01-07 10:59:42
431,a9,2016-01-13 10:07:19
431,a10,2016-01-13 10:08:22
431,a12,2016-01-13 10:45:46
431,a13,2016-01-13 10:45:46
432,a1,2016-01-07 10:51:31
432,a2,2016-01-07 10:51:31
432,a19,2016-01-07 11:45:24
432,a3,2016-01-07 11:45:24
432,a4,2016-01-09 12:25:17
432,a5,2016-01-09 12:39:13
432,a6,2016-01-09 12:39:14
432,a7,2016-01-09 12:39:33
432,a8,2016-01-09 12:39:33
432,a9,2016-01-18 14:29:58
432,a10,2016-01-18 14:30:48
432,a15,2016-01-19 13:05:09
432,a16,2016-01-19 13:05:09
432,a17,2016-01-19 13:05:09
433,a1,2016-01-07 10:56:29
433,a3,2016-01-07 10:56:29
433,a4,2016-01-07 11:02:09
433,a5,2016-01-07 11:10:30
433,a6,2016-01-07 11:10:31
433,a7,2016-01-07 11:15:03
433,a14,2016-01-07 11:15:03
433,a8,2016-01-07 11:15:03
433,a9,2016-01-21 08:30:15
433,a10,2016-01-21 08:30:50
433,a11,2016-01-21 12:46:23
433,a9,2016-02-05 13:28:36
433,a11,2016-02-05 14:55:33
433,a22,2016-02-06 14:28:44
433,a9,2016-02-06 14:28:44
433,a12,2016-02-08 10:07:50
433,a13,2016-02-08 10:07:50
434,a1,2016-01-07 11:29:00
434,a3,2016-01-07 11:29:00
434,a4,2016-01-07 11:35:02
434,a5,2016-01-07 11:36:49
434,a6,2016-01-07 11:36:50
434,a7,2016-01-07 11:37:16
434,a14,2016-01-07 11:37:16
434,a8,2016-01-07 11:37:16
434,a9,2016-01-13 08:21:36
434,a10,2016-01-13 08:21:53
434,a11,2016-01-13 10:26:01
434,a9,2016-01-13 13:53:57
434,a12,2016-01-13 14:56:10
434,a13,2016-01-13 14:56:10
435,a1,2016-01-07 11:56:13
435,a2,2016-01-07 11:56:13
435,a3,2016-01-07 11:57:46
435,a4,2016-01-08 19:57:55
435,a5,2016-01-08 20:01:26
435,a6,2016-01-08 20:01:27
435,a7,2016-01-08 20:03:24
435,a14,2016-01-08 20:03:24
435,a8,2016-01-08 20:03:24
435,a9,2016-01-15 09:37:25
435,a10,2016-01-15 09:37:38
435,a17,2016-01-18 09:26:28
435,a11,2016-01-18 09:26:28
435,a9,2016-01-18 10:07:53
435,a12,2016-01-18 11:00:35
435,a13,2016-01-18 11:00:35
436,a1,2016-01-07 12:01:02
436,a3,2016-01-07 12:01:02
436,a4,2016-01-07 12:04:17
436,a5,2016-01-07 12:09:30
436,a6,2016-01-07 12:09:32
436,a7,2016-01-07 12:10:31
436,a14,2016-01-07 12:10:31
436,a8,2016-01-07 12:10:31
436,a9,2016-01-15 08:59:05
436,a10,2016-01-15 09:00:34
436,a11,2016-01-15 11:07:31
436,a9,2016-01-22 12:44:57
436,a11,2016-01-22 13:40:06
436,a9,2016-01-23 12:05:37
436,a11,2016-01-25 09:24:51
436,a9,2016-02-02 15:15:16
436,a11,2016-02-03 08:09:53
436,a9,2016-02-04 07:43:19
436,a12,2016-02-04 09:09:46
436,a13,2016-02-04 09:09:46
437,a1,2016-01-07 12:12:42
437,a3,2016-01-07 12:12:42
437,a4,2016-01-07 12:23:24
437,a5,2016-01-07 12:28:03
437,a6,2016-01-07 12:28:05
437,a21,2016-01-07 12:29:28
437,a14,2016-01-07 12:29:28
437,a8,2016-01-07 12:29:28
437,a20,2016-02-07 07:00:37
437,a18,2016-02-07 07:00:37
438,a1,2016-01-07 12:13:35
438,a3,2016-01-07 12:13:35
438,a4,2016-01-07 12:17:45
438,a5,2016-01-07 12:20:21
438,a6,2016-01-07 12:20:22
438,a7,2016-01-07 12:20:35
438,a14,2016-01-07 12:20:35
438,a8,2016-01-07 12:20:35
438,a9,2016-01-13 14:52:32
438,a10,2016-01-13 14:52:38
438,a12,2016-01-14 12:33:00
438,a13,2016-01-14 12:33:00
438,a17,2016-01-14 12:33:00
439,a1,2016-01-07 12:23:24
439,a3,2016-01-07 12:23:24
439,a4,2016-01-07 12:27:30
439,a5,2016-01-07 12:31:14
439,a6,2016-01-07 12:31:15
439,a7,2016-01-07 12:32:41
439,a14,2016-01-07 12:32:41
439,a8,2016-01-07 12:32:41
439,a9,2016-01-18 13:25:28
439,a10,2016-01-18 13:25:35
439,a17,2016-01-19 08:22:12
439,a11,2016-01-19 08:22:12
439,a9,2016-01-20 08:19:34
439,a17,2016-01-20 14:07:21
439,a11,2016-01-20 14:07:21
439,a9,2016-01-22 10:44:43
439,a12,2016-01-22 14:10:16
439,a13,2016-01-22 14:10:16
439,a17,2016-01-22 14:10:16
440,a1,2016-01-07 12:34:36
440,a2,2016-01-07 12:34:36
440,a3,2016-01-07 12:36:30
440,a4,2016-01-09 10:28:50
440,a5,2016-01-09 10:32:20
440,a6,2016-01-09 10:32:21
440,a7,2016-01-09 10:32:33
440,a14,2016-01-09 10:32:33
440,a8,2016-01-09 10:32:33
440,a5,2016-01-14 17:49:08
440,a6,2016-01-14 17:49:10
440,a7,2016-01-14 17:49:31
440,a5,2016-01-29 08:15:35
440,a6,2016-01-29 08:15:37
440,a7,2016-01-29 08:15:52
440,a9,2016-02-02 09:07:57
440,a10,2016-02-02 09:09:57
440,a11,2016-02-02 12:51:50
440,a5,2016-02-15 12:28:39
440,a6,2016-02-15 12:28:41
440,a7,2016-02-15 12:28:56
440,a9,2016-03-02 13:58:27
440,a10,2016-03-02 14:49:43
440,a11,2016-03-02 14:50:25
440,a12,2016-03-22 14:05:25
440,a13,2016-03-22 14:05:25
440,a18,2016-03-22 14:05:25
440,a18,2016-03-22 14:05:25
440,a18,2016-03-22 14:05:25
441,a1,2016-01-07 12:39:58
441,a3,2016-01-07 12:39:58
441,a4,2016-01-07 12:46:43
441,a5,2016-01-07 12:49:24
441,a6,2016-01-07 12:49:25
441,a7,2016-01-07 12:49:37
441,a14,2016-01-07 12:49:37
441,a8,2016-01-07 12:49:37
441,a9,2016-01-13 10:35:08
441,a10,2016-01-13 10:35:15
441,a11,2016-01-13 13:47:35
441,a9,2016-01-14 09:58:03
441,a11,2016-01-14 10:08:34
441,a9,2016-01-14 14:27:48
441,a12,2016-01-14 16:39:00
441,a13,2016-01-14 16:39:00
442,a1,2016-01-07 13:08:28
442,a3,2016-01-07 13:08:28
442,a4,2016-01-07 13:12:47
442,a5,2016-01-07 13:19:05
442,a6,2016-01-07 13:19:06
442,a7,2016-01-07 13:19:32
442,a14,2016-01-07 13:19:33
442,a8,2016-01-07 13:19:33
442,a9,2016-01-27 09:52:04
442,a10,2016-01-27 09:53:28
442,a11,2016-01-27 11:08:00
442,a9,2016-01-27 15:44:41
442,a11,2016-01-28 10:08:16
442,a5,2016-01-28 10:22:07
442,a6,2016-01-28 10:22:09
442,a21,2016-01-28 10:22:23
442,a9,2016-01-28 12:35:09
442,a11,2016-01-29 08:31:09
442,a9,2016-01-29 15:03:56
442,a10,2016-02-01 09:00:30
442,a12,2016-02-01 09:54:36
442,a13,2016-02-01 09:54:36
442,a18,2016-02-01 09:54:36
443,a1,2016-01-07 13:21:05
443,a2,2016-01-07 13:21:05
443,a3,2016-01-07 13:21:50
443,a4,2016-01-09 11:27:18
443,a5,2016-01-09 11:38:54
443,a6,2016-01-09 11:38:55
443,a7,2016-01-09 11:40:49
443,a8,2016-01-09 11:40:49
443,a9,2016-01-15 11:03:01
443,a10,2016-01-15 11:03:36
443,a15,2016-01-18 09:33:58
443,a16,2016-01-18 09:33:58
443,a17,2016-01-18 09:33:58
444,a1,2016-01-07 13:25:08
444,a2,2016-01-07 13:25:08
444,a3,2016-01-07 13:25:53
444,a4,2016-01-11 12:58:19
444,a5,2016-01-11 13:00:37
444,a6,2016-01-11 13:00:38
444,a7,2016-01-11 13:00:49
444,a14,2016-01-11 13:00:49
444,a8,2016-01-11 13:00:49
444,a9,2016-01-29 07:51:15
444,a10,2016-01-29 07:51:22
444,a17,2016-02-02 10:17:03
444,a11,2016-02-02 10:17:03
444,a5,2016-02-02 11:08:38
444,a6,2016-02-02 11:08:40
444,a7,2016-02-02 11:09:03
444,a9,2016-02-10 15:24:43
444,a17,2016-02-11 14:45:13
444,a11,2016-02-11 14:45:13
444,a10,2016-02-22 07:51:24
444,a12,2016-02-22 07:51:56
444,a13,2016-02-22 07:51:56
444,a18,2016-02-22 07:51:56
445,a1,2016-01-07 13:26:58
445,a3,2016-01-07 13:26:58
445,a4,2016-01-07 13:29:19
445,a5,2016-01-07 13:32:26
445,a6,2016-01-07 13:32:28
445,a7,2016-01-07 13:32:39
445,a14,2016-01-07 13:32:39
445,a8,2016-01-07 13:32:39
445,a9,2016-01-14 08:06:55
445,a10,2016-01-14 08:07:04
445,a17,2016-01-15 13:24:58
445,a11,2016-01-15 13:24:58
445,a9,2016-01-16 10:02:04
445,a17,2016-01-20 15:46:52
445,a11,2016-01-20 15:46:52
445,a18,2016-03-28 11:23:54
445,a20,2016-03-28 11:24:05
445,a22,2016-03-28 11:24:05
446,a1,2016-01-07 13:28:43
446,a2,2016-01-07 13:28:43
446,a19,2016-01-07 14:10:44
446,a3,2016-01-07 14:10:44
446,a4,2016-01-28 15:02:23
446,a5,2016-01-28 15:04:56
446,a6,2016-01-28 15:04:57
446,a7,2016-01-28 15:05:15
446,a8,2016-01-28 15:05:15
446,a18,2016-01-28 15:05:59
446,a5,2016-01-28 15:06:26
446,a6,2016-01-28 15:06:27
446,a7,2016-01-28 15:06:54
446,a23,2016-02-01 12:20:20
446,a9,2016-02-01 12:20:21
446,a17,2016-02-01 12:24:00
446,a11,2016-02-01 12:24:00
446,a20,2016-04-01 06:54:43
446,a18,2016-04-01 06:54:43
446,a22,2016-04-01 06:54:43
447,a1,2016-01-07 13:32:51
447,a3,2016-01-07 13:32:51
447,a4,2016-01-07 13:34:47
447,a5,2016-01-11 14:44:49
447,a6,2016-01-11 14:44:50
447,a7,2016-01-11 14:45:15
447,a8,2016-01-11 14:45:15
447,a9,2016-01-22 11:21:21
447,a10,2016-01-22 11:21:55
447,a11,2016-01-22 12:44:34
447,a9,2016-01-23 10:01:37
447,a12,2016-01-25 08:09:54
447,a13,2016-01-25 08:09:54
448,a1,2016-01-07 13:45:13
448,a3,2016-01-07 13:45:13
448,a4,2016-01-09 13:17:38
448,a5,2016-01-09 13:20:49
448,a6,2016-01-09 13:20:50
448,a7,2016-01-09 13:21:43
448,a8,2016-01-09 13:21:43
448,a9,2016-01-14 07:38:29
448,a10,2016-01-14 07:38:39
448,a17,2016-01-15 14:29:48
448,a11,2016-01-15 14:29:48
448,a9,2016-01-18 12:59:01
448,a12,2016-01-18 14:01:44
448,a13,2016-01-18 14:01:44
448,a17,2016-01-18 14:01:44
449,a1,2016-01-07 13:46:52
449,a3,2016-01-07 13:46:52
449,a4,2016-01-07 13:51:14
449,a5,2016-01-07 13:53:21
449,a6,2016-01-07 13:53:22
449,a7,2016-01-07 13:53:37
449,a14,2016-01-07 13:53:37
449,a8,2016-01-07 13:53:37
449,a9,2016-01-13 09:49:14
449,a10,2016-01-13 09:49:18
449,a17,2016-01-13 13:52:34
449,a11,2016-01-13 13:52:34
449,a12,2016-01-22 06:56:02
449,a13,2016-01-22 06:56:02
450,a1,2016-01-07 13:47:28
450,a3,2016-01-07 13:47:28
450,a4,2016-01-07 14:03:02
450,a5,2016-01-07 14:04:12
450,a6,2016-01-07 14:04:13
450,a7,2016-01-07 14:04:31
450,a8,2016-01-07 14:04:31
450,a9,2016-01-13 14:23:56
450,a10,2016-01-13 14:29:28
450,a12,2016-01-14 15:38:34
450,a13,2016-01-14 15:38:34
450,a17,2016-01-14 15:38:34
451,a1,2016-01-07 13:56:23
451,a3,2016-01-07 13:56:23
451,a4,2016-01-07 14:07:11
451,a5,2016-01-07 14:08:21
451,a6,2016-01-07 14:08:22
451,a7,2016-01-07 14:08:56
451,a14,2016-01-07 14:08:57
451,a8,2016-01-07 14:08:57
451,a9,2016-01-20 14:18:01
451,a10,2016-01-20 14:18:13
451,a17,2016-01-21 15:37:59
451,a11,2016-01-21 15:37:59
451,a22,2016-01-28 10:38:48
451,a9,2016-01-28 10:38:48
451,a12,2016-01-29 08:12:08
451,a13,2016-01-29 08:12:08
451,a17,2016-01-29 08:12:08
452,a1,2016-01-07 13:58:51
452,a2,2016-01-07 13:58:51
452,a3,2016-01-07 14:00:23
452,a4,2016-01-12 15:54:43
452,a5,2016-01-12 15:57:42
452,a6,2016-01-12 15:57:43
452,a7,2016-01-12 15:58:07
452,a8,2016-01-12 15:58:07
452,a9,2016-01-25 07:45:50
452,a10,2016-01-25 07:46:00
452,a12,2016-01-25 12:15:29
452,a13,2016-01-25 12:15:29
453,a1,2016-01-07 14:03:41
453,a3,2016-01-07 14:03:42
453,a4,2016-01-07 14:07:54
453,a5,2016-01-07 14:09:33
453,a6,2016-01-07 14:09:35
453,a21,2016-01-07 14:09:47
453,a14,2016-01-07 14:09:47
453,a8,2016-01-07 14:09:47
453,a5,2016-01-13 08:04:43
453,a6,2016-01-13 08:04:45
453,a21,2016-01-13 08:05:00
453,a9,2016-01-13 15:27:54
453,a10,2016-01-13 15:28:16
453,a17,2016-01-14 16:04:58
453,a11,2016-01-14 16:04:58
453,a9,2016-01-15 15:52:28
453,a15,2016-01-18 09:04:44
453,a16,2016-01-18 09:04:44
453,a16,2016-01-18 09:04:44
453,a17,2016-01-18 09:04:44
454,a1,2016-01-07 14:06:40
454,a2,2016-01-07 14:06:40
454,a3,2016-01-07 14:08:19
454,a4,2016-01-09 09:18:25
454,a5,2016-01-09 09:21:12
454,a6,2016-01-09 09:21:13
454,a7,2016-01-09 09:21:41
454,a14,2016-01-09 09:21:42
454,a8,2016-01-09 09:21:42
454,a9,2016-01-25 14:07:14
454,a10,2016-01-25 14:07:22
454,a11,2016-01-25 15:16:48
454,a22,2016-02-01 08:27:07
454,a9,2016-02-01 08:27:07
454,a12,2016-02-01 11:02:24
454,a13,2016-02-01 11:02:24
455,a1,2016-01-07 14:21:46
455,a2,2016-01-07 14:21:46
455,a19,2016-01-08 07:46:44
455,a3,2016-01-08 07:46:44
455,a4,2016-01-13 12:34:34
455,a5,2016-01-13 12:35:13
455,a6,2016-01-13 12:35:14
455,a7,2016-01-13 12:35:57
455,a14,2016-01-13 12:35:57
455,a8,2016-01-13 12:35:57
455,a9,2016-02-01 07:54:16
455,a10,2016-02-01 07:54:46
455,a15,2016-02-02 13:03:47
455,a16,2016-02-02 13:03:47
455,a17,2016-02-02 13:03:47
456,a1,2016-01-07 14:28:30
456,a2,2016-01-07 14:28:30
456,a3,2016-01-07 14:29:41
456,a4,2016-01-09 10:39:32
456,a5,2016-01-09 10:41:55
456,a6,2016-01-09 10:41:56
456,a7,2016-01-09 10:42:22
456,a14,2016-01-09 10:42:22
456,a8,2016-01-09 10:42:22
456,a9,2016-01-19 10:52:42
456,a10,2016-01-19 10:59:54
456,a11,2016-01-19 14:36:30
456,a22,2016-01-19 18:59:36
456,a9,2016-01-19 18:59:36
456,a15,2016-01-20 08:31:28
456,a16,2016-01-20 08:31:28
456,a17,2016-01-20 08:31:28
457,a1,2016-01-07 14:29:32
457,a2,2016-01-07 14:29:32
457,a3,2016-01-07 14:30:47
457,a4,2016-01-09 12:37:07
457,a5,2016-01-09 12:38:52
457,a6,2016-01-09 12:38:54
457,a5,2016-01-09 12:40:30
457,a6,2016-01-09 12:40:31
457,a7,2016-01-09 12:46:32
457,a7,2016-01-09 12:46:32
457,a8,2016-01-09 12:46:32
457,a9,2016-01-14 09:19:58
457,a10,2016-01-14 09:25:48
457,a11,2016-01-15 09:16:05
457,a12,2016-01-22 08:34:19
457,a13,2016-01-22 08:34:20
457,a18,2016-01-22 08:34:20
458,a1,2016-01-07 14:48:03
458,a2,2016-01-07 14:48:04
458,a19,2016-01-07 18:19:08
458,a3,2016-01-07 18:19:08
458,a4,2016-01-08 15:50:51
458,a5,2016-01-08 15:54:01
458,a6,2016-01-08 15:54:03
458,a7,2016-01-08 15:56:31
458,a8,2016-01-08 15:56:31
458,a9,2016-01-13 12:59:34
458,a10,2016-01-13 13:00:00
458,a17,2016-01-14 10:01:34
458,a11,2016-01-14 10:01:34
458,a12,2016-01-14 14:16:08
458,a13,2016-01-14 14:16:08
459,a1,2016-01-07 14:50:30
459,a3,2016-01-07 14:50:30
459,a4,2016-01-07 14:53:42
459,a5,2016-01-07 14:54:37
459,a6,2016-01-07 14:54:38
459,a7,2016-01-07 14:55:49
459,a14,2016-01-07 14:55:49
459,a8,2016-01-07 14:55:49
459,a9,2016-01-13 08:05:01
459,a10,2016-01-13 08:05:11
459,a11,2016-01-13 08:21:45
459,a12,2016-01-13 09:59:01
459,a13,2016-01-13 09:59:01
460,a1,2016-01-07 14:59:41
460,a3,2016-01-07 14:59:41
460,a4,2016-01-07 15:01:03
460,a5,2016-01-07 15:08:53
460,a6,2016-01-07 15:08:54
460,a7,2016-01-07 15:09:59
460,a14,2016-01-07 15:09:59
460,a8,2016-01-07 15:10:00
460,a5,2016-01-28 12:04:58
460,a6,2016-01-28 12:05:00
460,a7,2016-01-28 12:05:24
460,a5,2016-01-29 08:19:38
460,a6,2016-01-29 08:19:39
460,a7,2016-01-29 08:19:53
460,a9,2016-02-11 09:28:45
460,a10,2016-02-11 09:28:56
460,a17,2016-02-17 09:48:48
460,a11,2016-02-17 09:48:49
460,a12,2016-02-22 06:58:32
460,a13,2016-02-22 06:58:32
460,a18,2016-02-22 06:58:32
460,a18,2016-02-22 06:58:32
461,a1,2016-01-07 15:03:05
461,a2,2016-01-07 15:03:05
461,a19,2016-01-07 18:21:20
461,a3,2016-01-07 18:21:20
461,a4,2016-01-09 11:39:56
461,a5,2016-01-09 11:41:37
461,a6,2016-01-09 11:41:39
461,a7,2016-01-09 11:42:22
461,a14,2016-01-09 11:42:22
461,a8,2016-01-09 11:42:22
461,a9,2016-01-25 11:07:22
461,a17,2016-01-25 11:07:26
461,a11,2016-01-25 11:07:26
461,a10,2016-01-25 11:08:22
461,a9,2016-02-08 07:58:42
461,a17,2016-02-11 09:20:08
461,a11,2016-02-11 09:20:08
461,a9,2016-02-18 17:20:44
461,a12,2016-02-19 08:57:11
461,a13,2016-02-19 08:57:11
461,a17,2016-02-19 08:57:11
462,a1,2016-01-07 15:18:38
462,a3,2016-01-07 15:18:38
462,a4,2016-01-07 15:22:35
462,a5,2016-01-07 15:26:29
462,a6,2016-01-07 15:26:30
462,a7,2016-01-07 15:26:51
462,a14,2016-01-07 15:26:51
462,a8,2016-01-07 15:26:51
462,a9,2016-01-18 10:09:46
462,a10,2016-01-18 10:09:52
462,a17,2016-01-21 07:37:38
462,a11,2016-01-21 07:37:38
462,a9,2016-01-22 12:26:49
462,a12,2016-01-22 14:03:35
462,a13,2016-01-22 14:03:35
462,a17,2016-01-22 14:03:35
463,a1,2016-01-07 15:41:54
463,a2,2016-01-07 15:41:54
463,a3,2016-01-07 15:43:30
463,a4,2016-01-09 14:01:16
463,a5,2016-01-09 14:22:43
463,a6,2016-01-09 14:22:44
463,a7,2016-01-09 14:29:48
463,a8,2016-01-09 14:29:48
463,a20,2016-01-11 18:16:07
463,a18,2016-01-11 18:16:07
464,a1,2016-01-07 16:02:48
464,a3,2016-01-07 16:02:48
464,a4,2016-01-07 16:07:23
464,a5,2016-01-07 16:12:13
464,a6,2016-01-07 16:12:15
464,a7,2016-01-07 16:12:33
464,a14,2016-01-07 16:12:33
464,a8,2016-01-07 16:12:33
464,a20,2016-02-07 07:00:22
464,a18,2016-02-07 07:00:22
465,a1,2016-01-07 16:14:00
465,a2,2016-01-07 16:14:00
465,a3,2016-01-07 16:14:51
465,a4,2016-01-09 11:11:34
465,a5,2016-01-09 11:13:10
465,a6,2016-01-09 11:13:11
465,a7,2016-01-09 11:14:06
465,a14,2016-01-09 11:14:06
465,a8,2016-01-09 11:14:06
465,a9,2016-01-15 10:20:42
465,a17,2016-01-15 10:20:45
465,a11,2016-01-15 10:20:45
465,a10,2016-01-15 10:20:53
465,a9,2016-01-22 09:24:17
465,a12,2016-01-22 10:19:58
465,a13,2016-01-22 10:19:58
466,a1,2016-01-07 16:23:39
466,a3,2016-01-07 16:23:39
466,a4,2016-01-07 16:26:32
466,a5,2016-01-07 16:31:18
466,a6,2016-01-07 16:31:19
466,a7,2016-01-07 16:31:41
466,a14,2016-01-07 16:31:41
466,a8,2016-01-07 16:31:41
466,a9,2016-01-14 08:53:47
466,a10,2016-01-14 08:54:05
466,a17,2016-01-14 13:44:48
466,a11,2016-01-14 13:44:48
466,a22,2016-01-14 15:37:20
466,a9,2016-01-14 15:37:20
466,a12,2016-01-14 16:21:42
466,a13,2016-01-14 16:21:42
466,a17,2016-01-14 16:21:42
467,a1,2016-01-07 16:25:59
467,a3,2016-01-07 16:25:59
467,a4,2016-01-07 16:29:32
467,a5,2016-01-07 16:33:52
467,a6,2016-01-07 16:33:53
467,a7,2016-01-07 16:34:07
467,a14,2016-01-07 16:34:07
467,a8,2016-01-07 16:34:07
467,a9,2016-01-14 07:57:30
467,a10,2016-01-14 07:57:38
467,a17,2016-01-14 13:07:17
467,a11,2016-01-14 13:07:17
467,a9,2016-01-15 08:28:37
467,a12,2016-01-15 10:40:46
467,a13,2016-01-15 10:40:46
467,a17,2016-01-15 10:40:46
468,a1,2016-01-07 16:27:05
468,a2,2016-01-07 16:27:05
468,a3,2016-01-07 16:28:17
468,a4,2016-01-09 13:49:13
468,a5,2016-01-09 13:53:36
468,a6,2016-01-09 13:53:37
468,a7,2016-01-09 13:57:32
468,a8,2016-01-09 13:57:32
468,a9,2016-01-20 10:28:37
468,a10,2016-01-20 10:28:44
468,a11,2016-01-20 12:58:27
468,a12,2016-01-22 07:12:29
468,a13,2016-01-22 07:12:29
469,a1,2016-01-07 16:34:32
469,a3,2016-01-07 16:34:32
469,a4,2016-01-07 16:36:47
469,a5,2016-01-07 16:38:24
469,a6,2016-01-07 16:38:26
469,a7,2016-01-07 16:38:38
469,a14,2016-01-07 16:38:38
469,a8,2016-01-07 16:38:38
469,a20,2016-01-22 16:48:38
469,a18,2016-01-22 16:48:38
470,a1,2016-01-07 16:45:46
470,a3,2016-01-07 16:45:46
470,a4,2016-01-07 16:51:01
470,a5,2016-01-07 18:33:48
470,a6,2016-01-07 18:33:50
470,a7,2016-01-07 18:34:31
470,a14,2016-01-07 18:34:31
470,a8,2016-01-07 18:34:31
470,a20,2016-02-07 07:00:17
470,a18,2016-02-07 07:00:17
471,a1,2016-01-07 17:28:38
471,a2,2016-01-07 17:28:38
471,a19,2016-01-07 18:33:44
471,a3,2016-01-07 18:33:44
471,a4,2016-01-09 12:05:27
471,a5,2016-01-09 12:13:43
471,a6,2016-01-09 12:13:44
471,a7,2016-01-09 12:13:59
471,a8,2016-01-09 12:14:00
471,a9,2016-01-27 10:10:59
471,a10,2016-01-27 10:11:16
471,a15,2016-01-29 09:29:48
471,a16,2016-01-29 09:29:48
471,a17,2016-01-29 09:29:48
472,a1,2016-01-07 17:34:47
472,a3,2016-01-07 17:34:47
472,a4,2016-01-07 17:39:16
472,a5,2016-01-07 17:45:32
472,a6,2016-01-07 17:45:33
472,a18,2016-01-07 18:19:35
472,a5,2016-01-07 18:20:06
472,a6,2016-01-07 18:20:08
472,a7,2016-01-08 08:41:28
472,a8,2016-01-08 08:41:28
472,a9,2016-01-13 09:22:24
472,a10,2016-01-13 09:22:33
472,a17,2016-01-13 12:07:12
472,a11,2016-01-13 12:07:12
472,a9,2016-01-13 15:43:19
472,a12,2016-01-14 08:32:05
472,a13,2016-01-14 08:32:05
472,a17,2016-01-14 08:32:05
473,a1,2016-01-07 17:57:13
473,a2,2016-01-07 17:57:13
473,a3,2016-01-07 17:58:00
